x,discharge_ref_dx - 0.25 - 0.4,discharge_ref_cfl - 1.5003750937734435 - 0.1,discharge_dx - 0.5 - 0.4,error_dx - 0.5 - 0.4,discharge_dx - 1 - 0.4,error_dx - 1 - 0.4,discharge_dx - 1.5 - 0.4,error_dx - 1.5 - 0.4,discharge_dx - 2 - 0.4,error_dx - 2 - 0.4,discharge_dx - 4 - 0.4,error_dx - 4 - 0.4,discharge_dx - 8 - 0.4,error_dx - 8 - 0.4,discharge_cfl - 0.2 - 1.5,error_cfl - 0.2 - 1.5,discharge_cfl - 0.3 - 1.5,error_cfl - 0.3 - 1.5,discharge_cfl - 0.4 - 1.5,error_cfl - 0.4 - 1.5,discharge_cfl - 0.5 - 1.5,error_cfl - 0.5 - 1.5,discharge_cfl - 0.6 - 1.5,error_cfl - 0.6 - 1.5,discharge_cfl - 0.7 - 1.5,error_cfl - 0.7 - 1.5
1e-06,61.61329517484979,61.61329517490907,61.61329517486424,2.3456689346587396e-13,61.613295174893466,7.088902134389023e-13,61.6132951749225,1.1800998135871624e-12,61.61329517494079,1.4769411035484013e-12,61.61329517503831,3.0597486811389227e-12,61.61329517529866,7.285297129262368e-12,61.61329517491351,7.207684779549173e-14,61.613295174913496,7.184620188254615e-14,61.6132951749225,2.17960387733567e-13,61.61329517491339,7.011635753545436e-14,61.61329517491339,7.011635753545436e-14,61.613295174935985,4.368433591189163e-13
2.0020029999999998,61.61329517494269,61.613295174980145,61.613295174957685,2.433314381574473e-13,61.6132951749878,7.32070127688851e-13,61.613295174993716,8.281341504306299e-13,61.61329517503663,1.524684807525882e-12,61.61329517503831,1.5519010252534447e-12,61.61329517529866,5.777449473370519e-12,61.61329517498465,7.311475440366247e-14,61.61329517498453,7.115426414362736e-14,61.613295174993716,2.2026684686276864e-13,61.61329517498437,6.861715910122897e-14,61.61329517498433,6.792522136239305e-14,61.6132951750073,4.4076433963848257e-13
4.004004999999999,61.613295175037884,61.61329517505247,61.61329517505327,2.496742007630614e-13,61.61329517508434,7.539814894175035e-13,61.613295175066135,4.585240749348415e-13,61.613295175134695,1.5712752819384346e-12,61.61329517523869,3.259142072870613e-12,61.61329517529866,4.232467825498898e-12,61.61329517505701,7.369136918593924e-14,61.61329517505693,7.242281666474154e-14,61.613295175066135,2.2176604529665282e-13,61.61329517505668,6.827119023173087e-14,61.613295175056564,6.642602292817058e-14,61.613295175079884,4.4491596607097584e-13
6.006006999999999,61.61329517513525,61.61329517520104,61.61329517515113,2.5774680771573225e-13,61.61329517518306,7.760081741025335e-13,61.613295175214944,1.2934622797940282e-12,61.61329517523507,1.6201722154802338e-12,61.61329517523869,1.6788716003246668e-12,61.61329517529866,2.652197352951414e-12,61.61329517520564,7.472927579401171e-14,61.61329517520542,7.115426414337226e-14,61.613295175214944,2.2568702581617424e-13,61.61329517520503,6.481150153739904e-14,61.61329517520472,5.973729145262046e-14,61.6132951752289,4.5218131232765416e-13
8.008008999999998,61.61329517523492,61.61329517527722,61.61329517525123,2.647815080601181e-13,61.61329517528423,8.003413179169075e-13,61.613295175291256,9.143957218678905e-13,61.61329517533786,1.6707989933688985e-12,61.613295175448705,3.469837114334858e-12,61.61329517574296,8.245706710717119e-12,61.61329517528186,7.53058905762798e-14,61.61329517528165,7.184620188211686e-14,61.613295175291256,2.2776283903239293e-13,61.61329517528113,6.342762605965372e-14,61.61329517528081,5.823809301840933e-14,61.61329517530532,4.559869698906743e-13
10.010010999999997,61.613295175336866,61.61329517535481,61.613295175353734,2.7377669866449487e-13,61.61329517538763,8.238672010358684e-13,61.61329517536897,5.21029117340433e-13,61.61329517544307,1.7237322303867757e-12,61.613295175448705,1.8151833348690604e-12,61.61329517574296,6.591052931243419e-12,61.613295175359546,7.69204119667923e-14,61.61329517535923,7.173087892555444e-14,61.61329517536897,2.2983865224860127e-13,61.613295175358594,6.146713579955067e-14,61.61329517535828,5.639292571478476e-14,61.613295175383136,4.597926274536745e-13
12.012012999999998,61.61329517544121,61.6132951755141,61.613295175458575,2.818493056170566e-13,61.61329517549358,8.500455121535697e-13,61.61329517552843,1.4155892906912315e-12,61.613295175550725,1.777472728099711e-12,61.6132951756688,3.6939096187479296e-12,61.61329517574296,4.89753531544401e-12,61.61329517551891,7.807364153130998e-14,61.61329517551849,7.126958709948238e-14,61.61329517552843,2.326064032033268e-13,61.61329517551762,5.720018640994055e-14,61.61329517551722,5.0742100847527905e-14,61.61329517554286,4.668273277972568e-13
14.014014999999997,61.61329517554808,61.613295175595844,61.613295175565916,2.894606207436927e-13,61.61329517560195,8.742633330111293e-13,61.613295175610304,1.00988312982172e-12,61.61329517566092,1.831443871725332e-12,61.6132951756688,1.959337030452326e-12,61.61329517574296,3.1629627271463185e-12,61.613295175600676,7.841961040062089e-14,61.61329517560018,7.034700344761581e-14,61.613295175610304,2.346822164195052e-13,61.613295175599255,5.535501910632063e-14,61.613295175598786,4.7743703979201546e-14,61.613295175624806,4.700563705778394e-13
16.016016999999998,61.613295175657335,61.61329517567903,61.613295175675745,2.988017802173617e-13,61.61329517571287,9.013642277803548e-13,61.61329517569357,5.881470780040698e-13,61.61329517577368,1.888298089262478e-12,61.61329517589945,3.9296297417624855e-12,61.61329517623167,9.32155457158215e-12,61.613295175683895,7.899622518287175e-14,61.613295175683334,6.988571162163545e-14,61.61329517569357,2.360660918968445e-13,61.61329517568232,5.339452884623302e-14,61.613295175681785,4.4745307110882104e-14,61.61329517570823,4.739773510972305e-13
18.018019,61.613295175769125,61.61329517584979,61.613295175788096,3.0791229377804256e-13,61.61329517582636,9.289264143753306e-13,61.61329517586461,1.5497098890596763e-12,61.613295175889135,1.9478047347981795e-12,61.61329517589945,2.1152536675943283e-12,61.61329517623167,7.507178497404209e-12,61.61329517585473,8.014945474736307e-14,61.61329517585408,6.953974275202868e-14,61.61329517586461,2.404483642420892e-13,61.61329517585282,4.912757945665708e-14,61.61329517585219,3.886383633073576e-14,61.61329517587944,4.812426973535915e-13
20.020020999999996,61.61329517588361,61.61329517593744,61.613295175903126,3.1679216142573456e-13,61.61329517594254,9.564886009701646e-13,61.6132951759524,1.116556864551861e-12,61.61329517600726,2.006965411464164e-12,61.613295176141186,4.180572495028869e-12,61.61329517623167,5.649095022730108e-12,61.613295175942405,8.06107465731325e-14,61.61329517594169,6.896312796957545e-14,61.6132951759524,2.428701463276353e-13,61.613295175940294,4.6359828501286506e-14,61.613295175939626,3.551947059302548e-14,61.61329517596735,4.855096467423288e-13
22.022022999999997,61.61329517600083,61.613295176026625,61.613295176020905,3.2578735202984983e-13,61.613295176061406,9.831282039130866e-13,61.61329517604163,6.62184416055008e-13,61.613295176128176,2.066818025868661e-12,61.613295176141186,2.277974359166592e-12,61.61329517623167,3.746496886865037e-12,61.61329517603164,8.141800726831069e-14,61.61329517603084,6.838651318712215e-14,61.61329517604163,2.435620840661079e-13,61.61329517602934,4.40533693718055e-14,61.61329517602863,3.2521073724736e-14,61.61329517605672,4.883927206533934e-13
24.024024999999998,61.61329517612064,61.61329517620971,61.613295176141314,3.3558980332921044e-13,61.613295176183044,1.0128815266805688e-12,61.61329517622495,1.6930563239436903e-12,61.61329517625202,2.1323214651398972e-12,61.61329517639447,4.444431419417334e-12,61.6132951767692,1.0526333497759568e-11,61.61329517621484,8.326317457159439e-14,61.613295176213846,6.711796066574506e-14,61.61329517622495,2.4736774162890574e-13,61.61329517621213,3.9209805199919796e-14,61.61329517621124,2.4794435641125752e-14,61.613295176240264,4.95888712822515e-13
26.026026999999996,61.61329517624327,61.613295176303694,61.61329517626461,3.4631483828027944e-13,61.61329517630754,1.0430961412737687e-12,61.61329517631905,1.2299193307556377e-12,61.61329517637869,2.197940227367248e-12,61.61329517639447,2.454072513687761e-12,61.6132951767692,8.53597459201789e-12,61.613295176308824,8.326317457146737e-14,61.613295176307844,6.734860657858304e-14,61.61329517631905,2.4921290893205126e-13,61.613295176305904,3.5865439462224866e-14,61.61329517630493,2.0066194425810696e-14,61.61329517633442,4.986564637770429e-13
28.028028999999997,61.61329517636875,61.6132951763993,61.613295176390686,3.560019666230587e-13,61.61329517643498,1.0749252772573794e-12,61.61329517641476,7.467161431436039e-13,61.613295176508274,2.264481573245993e-12,61.613295176659875,4.7250121724910795e-12,61.6132951767692,6.49937118073934e-12,61.61329517640443,8.326317457133818e-14,61.61329517640337,6.608005405730856e-14,61.61329517641476,2.509427532787145e-13,61.61329517640135,3.3328334419829273e-14,61.61329517640029,1.6145213905799648e-14,61.61329517643024,5.02231475426839e-13
30.030030999999994,61.61329517649721,61.61329517659556,61.61329517651976,3.660350638351903e-13,61.61329517656538,1.1064084443713977e-12,61.61329517661127,1.8511640972534578e-12,61.61329517664096,2.3330987323408114e-12,61.613295176659875,2.6400884424634567e-12,61.6132951767692,4.414447450708018e-12,61.61329517660077,8.464705004870852e-14,61.613295176599586,6.53881163182803e-14,61.61329517661127,2.549790567543522e-13,61.613295176597205,2.6754925900954193e-14,61.61329517659603,7.72663808346522e-15,61.613295176626934,5.092661757698867e-13
32.03203299999999,61.6132951766286,61.61329517669629,61.61329517665191,3.783746201766536e-13,61.61329517669881,1.139621455832274e-12,61.61329517671208,1.3549294155609579e-12,61.61329517677674,2.4043683194340293e-12,61.61329517693792,5.0203542639897165e-12,61.61329517736028,1.1875381442453796e-11,61.613295176701534,8.510834187444789e-14,61.6132951767003,6.504214744876506e-14,61.61329517671208,2.5624760927509924e-13,61.6132951766978,2.4448466771521617e-14,61.61329517669653,3.9209805199610145e-15,61.61329517672793,5.135331251584234e-13
34.03403499999999,61.613295176763,61.61329517679877,61.61329517678701,3.896762699098212e-13,61.61329517683532,1.1737570509447056e-12,61.61329517681462,8.377059557931167e-13,61.61329517691572,2.478636303395024e-12,61.61329517693792,2.8389052194051698e-12,61.61329517736028,9.693932397854295e-12,61.61329517680411,8.660754030840658e-14,61.61329517680268,6.342762605808737e-14,61.61329517681462,2.57170192926427e-13,61.61329517680007,2.110410103387271e-14,61.613295176798694,1.2685525211617476e-15,61.613295176830576,5.16185553156362e-13
36.03603699999999,61.61329517690068,61.613295177009114,61.61329517692535,4.00401304860573e-13,61.61329517697508,1.2075466771875172e-12,61.613295177025236,2.021611426902605e-12,61.61329517705793,2.5522123496167454e-12,61.613295177229304,5.3336867366939805e-12,61.61329517736028,7.459434793288146e-12,61.613295177014514,8.764544691633061e-14,61.61329517701302,6.342762605787084e-14,61.613295177025236,2.6166778822783444e-13,61.61329517701,1.4415369558607008e-14,61.61329517700846,1.0609711995134759e-14,61.61329517704134,5.229896075862623e-13
